"schoolyear","organizationlevel","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","studentgrouptype","studentgroup","gradelevel","test_administration_group","testadministration","testsubject","dat","count_of_students_expected","count_of_students_expected_1","count_consistent_grade_level_knowledge_and_above","percent_consistent_grade_level_knowledge_and_above","percentlevel1","percentlevel2","percentlevel3","percentlevel4","percent_met_tested_only","percent_no_score","percent_participation","percent_taking_alternative_assessment","count_foundational_grade","percent_foundational_grade","dataasof"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","2289","Redmond Elementary","101522","P","All","All Students","All Grades","SBAC","SBAC","Math","None","276","276","175","63.40%","0.199275362","0.148550725","0.18115942","0.452898551","0.645756458","0.018115942","0.981884058","0","216","78.30%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","2289","Redmond Elementary","101522","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","266","266","182","68.40%","0.169172932","0.131578947","0.191729323","0.492481203","0.694656489","0.015037594","0.984962406","0","217","81.60%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","2289","Redmond Elementary","101522","P","All","All Students","All Grades","WCAS","WCAS","Science","None","98","98","72","73.50%","0.153061224","0.112244898","0.234693878","0.5","0.734693878","0","1","0","83","84.70%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","3528","Redmond High School","101531","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","587","587","469","79.90%","0.02725724","0.071550256","0.257240204","0.541737649","0.889943074","0.102214651","0.897785349","0.00759","511","87.10%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","3528","Redmond High School","101531","P","All","All Students","All Grades","WCAS","WCAS","Science","None","549","549","163","29.70%","0.012750455","0.018214936","0.118397086","0.178506375","0.905555556","0.672131148","0.327868852","0","173","31.50%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","3528","Redmond High School","101531","P","All","All Students","All Grades","SBAC","SBAC","Math","None","590","590","404","68.50%","0.094915254","0.110169492","0.198305085","0.486440678","0.76952381","0.110169492","0.889830508","0.007619","469","79.50%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","3232","Redmond Middle School","101528","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","1006","1006","728","72.40%","0.116302187","0.118290258","0.34194831","0.381709742","0.755186722","0.041749503","0.958250497","0.010373","847","84.20%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","3232","Redmond Middle School","101528","P","All","All Students","All Grades","SBAC","SBAC","Math","None","1012","1012","701","69.30%","0.145256917","0.122529644","0.169960474","0.522727273","0.721193416","0.039525692","0.960474308","0.010288","825","81.50%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","3232","Redmond Middle School","101528","P","All","All Students","All Grades","WCAS","WCAS","Science","None","347","347","234","67.40%","0.158501441","0.112391931","0.268011527","0.406340058","0.713414634","0.054755043","0.945244957","0.009146","273","78.70%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","5057","Renaissance School of Art and Reasoning","104212","A","All","All Students","All Grades","SBAC","SBAC","Math","None","59","59","34","57.60%","0.152542373","0.220338983","0.169491525","0.406779661","0.607142857","0.050847458","0.949152542","0","47","79.70%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","5057","Renaissance School of Art and Reasoning","104212","A","All","All Students","All Grades","SBAC","SBAC","ELA","None","59","59","41","69.50%","0.033898305","0.220338983","0.305084746","0.389830508","0.732142857","0.050847458","0.949152542","0","54","91.50%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","5057","Renaissance School of Art and Reasoning","104212","A","All","All Students","All Grades","WCAS","WCAS","Science","None","12","12","8","66.70%","0.083333333","0.25","0.333333333","0.333333333","0.666666667","0",,"0",,"91.70%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","3675","Robert Frost Elementary","101538","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","188","188","119","63.30%","0.191489362","0.170212766","0.239361702","0.393617021","0.636363636","0.005319149","0.994680851","0.005347","151","80.30%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","3675","Robert Frost Elementary","101538","P","All","All Students","All Grades","WCAS","WCAS","Science","None","59","59","41","69.50%","0.220338983","0.084745763","0.355932203","0.338983051","0.694915254","0","1","0","46","78.00%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","3675","Robert Frost Elementary","101538","P","All","All Students","All Grades","SBAC","SBAC","Math","None","188","188","113","60.10%","0.223404255","0.170212766","0.234042553","0.367021277","0.604278075","0.005319149","0.994680851","0.005347","145","77.10%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","5053","Rosa Parks Elementary","104205","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","284","284","250","88.00%","0.042253521","0.077464789","0.197183099","0.683098592","0.88028169","0","1","0.017605","272","95.80%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","5053","Rosa Parks Elementary","104205","P","All","All Students","All Grades","SBAC","SBAC","Math","None","285","285","240","84.20%","0.063157895","0.094736842","0.18245614","0.659649123","0.842105263","0","1","0.017543","267","93.70%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","5053","Rosa Parks Elementary","104205","P","All","All Students","All Grades","WCAS","WCAS","Science","None","111","111","92","82.90%","0.072072072","0.099099099","0.324324324","0.504504505","0.828828829","0","1","0.027027","103","92.80%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","2992","Rose Hill Elementary","101526","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","275","275","216","78.60%","0.116363636","0.094545455","0.276363636","0.509090909","0.788321168","0.003636364","0.996363636","0.021897","242","88.00%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","2992","Rose Hill Elementary","101526","P","All","All Students","All Grades","SBAC","SBAC","Math","None","275","275","203","73.80%","0.090909091","0.167272727","0.214545455","0.523636364","0.740875912","0.003636364","0.996363636","0.021897","249","90.60%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","2992","Rose Hill Elementary","101526","P","All","All Students","All Grades","WCAS","WCAS","Science","None","91","91","70","76.90%","0.10989011","0.10989011","0.252747253","0.516483516","0.777777778","0.010989011","0.989010989","0.011111","80","87.90%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","3706","Rose Hill Middle School","101541","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","864","864","639","74.00%","0.094907407","0.145833333","0.364583333","0.375","0.754427391","0.019675926","0.980324074","0.009445","765","88.50%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","3706","Rose Hill Middle School","101541","P","All","All Students","All Grades","SBAC","SBAC","Math","None","873","873","615","70.50%","0.115693013","0.146620848","0.207331042","0.497136312","0.728672986","0.033218786","0.966781214","0.009478","743","85.10%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","3706","Rose Hill Middle School","101541","P","All","All Students","All Grades","WCAS","WCAS","Science","None","283","283","188","66.40%","0.151943463","0.159010601","0.335689046","0.328621908","0.68115942","0.024734982","0.975265018","0.007246","233","82.30%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","4302","Samantha Smith Elementary","101559","P","All","All Students","All Grades","SBAC","SBAC","Math","None","323","323","278","86.10%","0.043343653","0.092879257","0.179566563","0.681114551","0.863354037","0.003095975","0.996904025","0","308","95.40%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","4302","Samantha Smith Elementary","101559","P","All","All Students","All Grades","WCAS","WCAS","Science","None","127","127","109","85.80%","0.039370079","0.094488189","0.385826772","0.472440945","0.865079365","0.007874016","0.992125984","0","121","95.30%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","4302","Samantha Smith Elementary","101559","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","322","322","278","86.30%","0.040372671","0.093167702","0.180124224","0.683229814","0.866043614","0.00310559","0.99689441","0","308","95.70%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","1975","Stella Schola","103959","A","All","All Students","All Grades","SBAC","SBAC","Math","None","88","88","76","86.40%","0.056818182","0.068181818","0.215909091","0.647727273","0.873563218","0.011363636","0.988636364","0","82","93.20%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","1975","Stella Schola","103959","A","All","All Students","All Grades","SBAC","SBAC","ELA","None","88","88","76","86.40%","0.011363636","0.102272727","0.363636364","0.5","0.88372093","0.022727273",,"0",,"96.60%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","1975","Stella Schola","103959","A","All","All Students","All Grades","WCAS","WCAS","Science","None","29","29","22","75.90%","0.034482759","0.206896552","0.517241379","0.24137931","0.75862069","0",,"0",,"96.60%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","5597","Timberline Middle School","106247","P","All","All Students","All Grades","SBAC","SBAC","Math","None","737","737","577","78.30%","0.07734057","0.115332429","0.175033921","0.607869742","0.802503477","0.024423338","0.975576662","0.002781","662","89.80%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","5597","Timberline Middle School","106247","P","All","All Students","All Grades","WCAS","WCAS","Science","None","228","228","173","75.90%","0.087719298","0.135964912","0.368421053","0.390350877","0.772321429","0.01754386","0.98245614","0.004464","204","89.50%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17414","Lake Washington School District","100127","5597","Timberline Middle School","106247","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","735","735","616","83.80%","0.043537415","0.08707483","0.355102041","0.482993197","0.865168539","0.031292517","0.968707483","0.002808","680","92.50%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17400","Mercer Island School District","100146","3162","Island Park Elementary","101244","P","All","All Students","All Grades","WCAS","WCAS","Science",">95%",,,,">95%",,,,,,,,"0.016666",,">95%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17400","Mercer Island School District","100146","3162","Island Park Elementary","101244","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","188","188","171","91.00%","0.026595745","0.04787234","0.228723404","0.680851064","0.924324324","0.015957447","0.984042553","0.005405","180","95.70%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17400","Mercer Island School District","100146","3162","Island Park Elementary","101244","P","All","All Students","All Grades","SBAC","SBAC","Math","None","188","188","166","88.30%","0.031914894","0.069148936","0.175531915","0.707446809","0.897297297","0.015957447","0.984042553","0.005405","179","95.20%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17400","Mercer Island School District","100146","3219","Islander Middle School","101245","P","All","All Students","All Grades","SBAC","SBAC","Math","None","947","947","654","69.10%","0.085533263","0.175290391","0.208025343","0.482576558","0.725860155","0.048574446","0.951425554","0.001109","820","86.60%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17400","Mercer Island School District","100146","3219","Islander Middle School","101245","P","All","All Students","All Grades","WCAS","WCAS","Science","None","308","308","204","66.20%","0.116883117","0.175324675","0.321428571","0.340909091","0.693877551","0.045454545","0.954545455","0","258","83.80%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17400","Mercer Island School District","100146","3219","Islander Middle School","101245","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","945","945","723","76.50%","0.062433862","0.138624339","0.397883598","0.367195767","0.791894852","0.033862434","0.966137566","0.001095","854","90.40%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17400","Mercer Island School District","100146","2981","Lakeridge Elementary School","101242","P","All","All Students","All Grades","WCAS","WCAS","Science","None","93","93","89","95.70%","0.010752688","0.032258065","0.268817204","0.688172043","0.956989247","0",,"0.021505",,"98.90%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17400","Mercer Island School District","100146","2981","Lakeridge Elementary School","101242","P","All","All Students","All Grades","SBAC","SBAC","Math","None","252","252","213","84.50%","0.047619048","0.099206349","0.142857143","0.702380952","0.852","0.007936508","0.992063492","0.012","238","94.40%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17400","Mercer Island School District","100146","2981","Lakeridge Elementary School","101242","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","252","252","230","91.30%","0.027777778","0.047619048","0.166666667","0.746031746","0.923694779","0.011904762","0.988095238","0.012048","242","96.00%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17400","Mercer Island School District","100146","3029","Mercer Island High School","101243","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","362","362","300","82.90%","0.013812155","0.046961326","0.254143646","0.574585635","0.931677019","0.110497238","0.889502762","0.003105","317","87.60%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17400","Mercer Island School District","100146","3029","Mercer Island High School","101243","P","All","All Students","All Grades","SBAC","SBAC","Math","None","361","361","274","75.90%","0.04432133","0.069252078","0.232686981","0.526315789","0.86984127","0.127423823","0.872576177","0.003174","299","82.80%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17400","Mercer Island School District","100146","3029","Mercer Island High School","101243","P","All","All Students","All Grades","WCAS","WCAS","Science","None","367","367","249","67.90%","0.024523161","0.0626703","0.359673025","0.31880109","0.886120996","0.234332425","0.765667575","0","272","74.10%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17400","Mercer Island School District","100146","5447","Northwood Elementary School","105998","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","164","164","136","82.90%","0.06097561","0.085365854","0.31097561","0.518292683","0.85","0.024390244","0.975609756","0.0125","150","91.50%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17400","Mercer Island School District","100146","5447","Northwood Elementary School","105998","P","All","All Students","All Grades","SBAC","SBAC","Math","None","164","164","135","82.30%","0.054878049","0.103658537","0.317073171","0.506097561","0.838509317","0.018292683","0.981707317","0.012422","152","92.70%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17400","Mercer Island School District","100146","5447","Northwood Elementary School","105998","P","All","All Students","All Grades","WCAS","WCAS","Science","None","50","50","42","84.00%","0.04","0.12","0.46","0.38","0.84","0",,"0.02",,"96.00%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17400","Mercer Island School District","100146","3433","West Mercer Elementary","101248","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","206","206","173","84.00%","0.053398058","0.087378641","0.281553398","0.558252427","0.856435644","0.019417476","0.980582524","0","191","92.70%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17400","Mercer Island School District","100146","3433","West Mercer Elementary","101248","P","All","All Students","All Grades","SBAC","SBAC","Math","None","206","206","171","83.00%","0.029126214","0.126213592","0.257281553","0.572815534","0.842364532","0.014563107","0.985436893","0","197","95.60%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17400","Mercer Island School District","100146","3433","West Mercer Elementary","101248","P","All","All Students","All Grades","WCAS","WCAS","Science","None","68","68","60","88.20%","0.058823529","0.058823529","0.426470588","0.455882353","0.882352941","0","1","0","64","94.10%","1/24/2025"
"2023-24","School","King",,,"17903","Muckleshoot Indian Tribe","105771","1986","Muckleshoot Tribal School","103974","Q","All","All Students","All Grades","SBAC","SBAC","ELA","None","282","282","36","12.80%","0.670212766","0.159574468","0.106382979","0.021276596","0.133333333","0.042553191","0.957446809","0.014814","81","28.70%","1/24/2025"
"2023-24","School","King",,,"17903","Muckleshoot Indian Tribe","105771","1986","Muckleshoot Tribal School","103974","Q","All","All Students","All Grades","SBAC","SBAC","Math","None","281","281","9","3.20%","0.75088968","0.149466192","0.028469751","0.003558719","0.034351145","0.067615658","0.932384342","0.015267","51","18.20%","1/24/2025"
"2023-24","School","King",,,"17903","Muckleshoot Indian Tribe","105771","1986","Muckleshoot Tribal School","103974","Q","All","All Students","All Grades","WCAS","WCAS","Science","None","105","105","14","13.30%","0.561904762","0.114285714","0.133333333","0","0.164705882","0.19047619","0.80952381","0.011764","26","24.80%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","3107","Arrowhead Elementary","101630","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","137","137","97","70.80%","0.153284672","0.116788321","0.248175182","0.459854015","0.723880597","0.02189781","0.97810219","0","113","82.50%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","3107","Arrowhead Elementary","101630","P","All","All Students","All Grades","WCAS","WCAS","Science","None","47","47","35","74.50%","0.127659574","0.127659574","0.425531915","0.319148936","0.744680851","0","1","0","41","87.20%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","3107","Arrowhead Elementary","101630","P","All","All Students","All Grades","SBAC","SBAC","Math","None","137","137","91","66.40%","0.153284672","0.160583942","0.328467153","0.335766423","0.679104478","0.02189781","0.97810219","0","113","82.50%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","3106","Bothell High School","101629","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","464","464","367","79.10%","0.049568966","0.092672414","0.344827586","0.44612069","0.847575058","0.066810345","0.933189655","0.018475","410","88.40%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","3106","Bothell High School","101629","P","All","All Students","All Grades","WCAS","WCAS","Science","None","424","424","161","38.00%","0.287735849","0.139150943","0.252358491","0.127358491","0.470760234","0.193396226","0.806603774","0.002923","220","51.90%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","3106","Bothell High School","101629","P","All","All Students","All Grades","SBAC","SBAC","Math","None","463","463","223","48.20%","0.190064795","0.239740821","0.228941685","0.252699784","0.528436019","0.088552916","0.911447084","0.018957","334","72.10%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","4017","Canyon Creek Elementary","101647","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","520","520","413","79.40%","0.082692308","0.113461538","0.201923077","0.592307692","0.801941748","0.009615385","0.990384615","0","472","90.80%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","4017","Canyon Creek Elementary","101647","P","All","All Students","All Grades","WCAS","WCAS","Science","None","196","196","170","86.70%","0.030612245","0.086734694","0.295918367","0.571428571","0.880829016","0.015306122","0.984693878","0","187","95.40%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","4017","Canyon Creek Elementary","101647","P","All","All Students","All Grades","SBAC","SBAC","Math","None","519","519","417","80.40%","0.073217726","0.115606936","0.183044316","0.620423892","0.809708738","0.007707129","0.992292871","0","477","91.90%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","3493","Canyon Park Middle School","101640","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","890","890","640","71.90%","0.121348315","0.124719101","0.392134831","0.326966292","0.745052386","0.034831461","0.965168539","0","751","84.40%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","3493","Canyon Park Middle School","101640","P","All","All Students","All Grades","WCAS","WCAS","Science","None","284","284","175","61.60%","0.179577465","0.186619718","0.345070423","0.271126761","0.627240143","0.017605634","0.982394366","0","228","80.30%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","3493","Canyon Park Middle School","101640","P","All","All Students","All Grades","SBAC","SBAC","Math","None","891","891","495","55.60%","0.207631874","0.202020202","0.237934905","0.317620651","0.575581395","0.034792368","0.965207632","0","675","75.80%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","3234","Cottage Lake Elementary","101631","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","125","125","93","74.40%","0.072","0.176","0.344","0.4","0.75","0.008","0.992","0.048387","115","92.00%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","3234","Cottage Lake Elementary","101631","P","All","All Students","All Grades","SBAC","SBAC","Math","None","125","125","83","66.40%","0.056","0.272","0.336","0.328","0.669354839","0.008","0.992","0.048387","117","93.60%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","3234","Cottage Lake Elementary","101631","P","All","All Students","All Grades","WCAS","WCAS","Science","None","43","43","38","88.40%","0.023255814","0.093023256","0.511627907","0.372093023","0.88372093","0",,"0.069767",,"97.70%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","3105","Crystal Springs Elementary","101628","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","238","238","140","58.80%","0.18907563","0.210084034","0.25210084","0.336134454","0.595744681","0.012605042","0.987394958","0","190","79.80%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","3105","Crystal Springs Elementary","101628","P","All","All Students","All Grades","WCAS","WCAS","Science","None","81","81","48","59.30%","0.185185185","0.222222222","0.407407407","0.185185185","0.592592593","0","1","0","66","81.50%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","3105","Crystal Springs Elementary","101628","P","All","All Students","All Grades","SBAC","SBAC","Math","None","239","239","135","56.50%","0.175732218","0.230125523","0.280334728","0.284518828","0.581896552","0.029288703","0.970711297","0","190","79.50%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","4379","East Ridge Elementary","101658","P","All","All Students","All Grades","SBAC","SBAC","Math","None","206","206","162","78.60%","0.048543689","0.160194175","0.354368932","0.432038835","0.790243902","0.004854369","0.995145631","0","195","94.70%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","4379","East Ridge Elementary","101658","P","All","All Students","All Grades","WCAS","WCAS","Science","None","55","55","48","87.30%","0.018181818","0.109090909","0.381818182","0.490909091","0.872727273","0",,"0",,"98.20%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","4379","East Ridge Elementary","101658","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","206","206","171","83.00%","0.033980583","0.131067961","0.252427184","0.577669903","0.834146341","0.004854369","0.995145631","0","198","96.10%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","4306","Fernwood Elementary","101654","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","372","372","312","83.90%","0.077956989","0.083333333","0.239247312","0.599462366","0.838709677","0","1","0","343","92.20%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","4306","Fernwood Elementary","101654","P","All","All Students","All Grades","WCAS","WCAS","Science","None","140","140","119","85.00%","0.05","0.1","0.285714286","0.564285714","0.85","0","1","0","133","95.00%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","4306","Fernwood Elementary","101654","P","All","All Students","All Grades","SBAC","SBAC","Math","None","373","373","323","86.60%","0.040214477","0.09383378","0.225201072","0.64075067","0.865951743","0","1","0","358","96.00%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","4355","Frank Love Elementary","101655","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","225","225","145","64.40%","0.191111111","0.146666667","0.28","0.364444444","0.656108597","0.017777778","0.982222222","0.067873","178","79.10%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","4355","Frank Love Elementary","101655","P","All","All Students","All Grades","SBAC","SBAC","Math","None","225","225","129","57.30%","0.186666667","0.222222222","0.284444444","0.288888889","0.583710407","0.017777778","0.982222222","0.067873","179","79.60%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","4355","Frank Love Elementary","101655","P","All","All Students","All Grades","WCAS","WCAS","Science","None","75","75","45","60.00%","0.173333333","0.213333333","0.386666667","0.213333333","0.608108108","0.013333333","0.986666667","0.054054","61","81.30%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","4124","Hollywood Hill Elementary","101650","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","178","178","139","78.10%","0.123595506","0.078651685","0.252808989","0.528089888","0.794285714","0.016853933","0.983146067","0","153","86.00%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","4124","Hollywood Hill Elementary","101650","P","All","All Students","All Grades","WCAS","WCAS","Science","None","66","66","57","86.40%","0.075757576","0.045454545","0.303030303","0.560606061","0.876923077","0.015151515","0.984848485","0","60","90.90%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","4124","Hollywood Hill Elementary","101650","P","All","All Students","All Grades","SBAC","SBAC","Math","None","178","178","143","80.30%","0.106741573","0.078651685","0.297752809","0.505617978","0.8125","0.011235955","0.988764045","0","157","88.20%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","3492","Inglemoor HS","101639","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","369","369","293","79.40%","0.054200542","0.127371274","0.257452575","0.536585366","0.813888889","0.024390244","0.975609756","0.002777","340","92.10%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","3492","Inglemoor HS","101639","P","All","All Students","All Grades","SBAC","SBAC","Math","None","369","369","225","61.00%","0.214092141","0.154471545","0.214092141","0.395663957","0.623268698","0.021680217","0.978319783","0.00277","282","76.40%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","3492","Inglemoor HS","101639","P","All","All Students","All Grades","WCAS","WCAS","Science","None","344","344","195","56.70%","0.081395349","0.11627907","0.375","0.191860465","0.741444867","0.235465116","0.764534884","0.019011","235","68.30%","1/24/2025"
"2023-24","School","King","Puget Sound Educational Service District 121","100006","17417","Northshore School District","100174","5606","Innovation Lab High School","106387","P","All","All Students","All Grades","SBAC","SBAC","ELA","None","56","56","48","85.70%","0.053571429","0.071428571","0.410714286","0.446428571","0.872727273","0.017857143","0.982142857","0","52","92.90%","1/24/2025"
